,gene_name,ribosomal_subunit
ENSG00000146143,PRIM2,False
ENSG00000146147,MLIP,False
ENSG00000146151,HMGCLL1,False
ENSG00000146192,FGD2,False
ENSG00000146197,SCUBE3,False
ENSG00000146205,ANO7,False
ENSG00000146215,CRIP3,False
ENSG00000146216,TTBK1,False
ENSG00000146221,TCTE1,False
ENSG00000146223,RPL7L1,True
ENSG00000146232,NFKBIE,False
ENSG00000146233,CYP39A1,False
ENSG00000146242,TPBG,False
ENSG00000146243,IRAK1BP1,False
ENSG00000146247,PHIP,False
ENSG00000146250,PRSS35,False
ENSG00000146263,MMS22L,False
ENSG00000146267,FAXC,False
ENSG00000146276,GABRR1,False
ENSG00000146278,PNRC1,False
ENSG00000146281,PM20D2,False
ENSG00000146282,RARS2,False
ENSG00000146285,SCML4,False
ENSG00000146350,TBC1D32,False
ENSG00000146352,CLVS2,False
ENSG00000146360,GPR6,False
ENSG00000146373,RNF217,False
ENSG00000146374,RSPO3,False
ENSG00000146376,ARHGAP18,False
ENSG00000146386,ABRACL,False
ENSG00000146399,TAAR1,False
ENSG00000146409,SLC18B1,False
ENSG00000146410,MTFR2,False
ENSG00000146411,SLC2A12,False
ENSG00000146414,SHPRH,False
ENSG00000146416,AIG1,False
ENSG00000146425,DYNLT1,False
ENSG00000146426,TIAM2,False
ENSG00000146433,TMEM181,False
ENSG00000146453,PNLDC1,False
ENSG00000146457,WTAP,False
ENSG00000146463,ZMYM4,False
ENSG00000146469,VIP,False
ENSG00000146476,C6orf211,False
ENSG00000146477,SLC22A3,False
ENSG00000146530,VWDE,False
ENSG00000146535,GNA12,False
ENSG00000146540,C7orf50,False
ENSG00000146555,SDK1,False
ENSG00000146574,CCZ1B,False
ENSG00000146576,C7orf26,False
ENSG00000146587,RBAK,False
ENSG00000146592,CREB5,False
ENSG00000146648,EGFR,False
ENSG00000146670,CDCA5,False
ENSG00000146674,IGFBP3,False
ENSG00000146676,PURB,False
ENSG00000146678,IGFBP1,False
ENSG00000146700,SSC4D,False
ENSG00000146701,MDH2,False
ENSG00000146707,POMZP3,False
ENSG00000146729,GBAS,False
ENSG00000146731,CCT6A,False
ENSG00000146733,PSPH,False
ENSG00000146755,TRIM50,False
ENSG00000146757,ZNF92,False
ENSG00000146776,ATXN7L1,False
ENSG00000146802,TMEM168,False
ENSG00000146809,ASB15,False
ENSG00000146826,C7orf43,False
ENSG00000146828,SLC12A9,False
ENSG00000146830,GIGYF1,False
ENSG00000146833,TRIM4,False
ENSG00000146834,MEPCE,False
ENSG00000146842,TMEM209,False
ENSG00000146856,AGBL3,False
ENSG00000146858,ZC3HAV1L,False
ENSG00000146859,TMEM140,False
ENSG00000146872,TLK2,False
ENSG00000146904,EPHA1,False
ENSG00000146909,NOM1,False
ENSG00000146918,NCAPG2,False
ENSG00000146926,ASB10,False
ENSG00000146938,NLGN4X,False
ENSG00000146950,SHROOM2,False
ENSG00000146963,C7orf55-LUC7L2,False
ENSG00000146966,DENND2A,False
ENSG00000147003,TMEM27,False
ENSG00000147010,SH3KBP1,False
ENSG00000147027,TMEM47,False
ENSG00000147036,LANCL3,False
ENSG00000147041,SYTL5,False
ENSG00000147044,CASK,False
ENSG00000147050,KDM6A,False
ENSG00000147059,SPIN2A,False
ENSG00000147065,MSN,False
ENSG00000147081,AKAP4,False
ENSG00000147082,CCNB3,False
ENSG00000147099,HDAC8,False
ENSG00000147100,SLC16A2,False
ENSG00000147113,CXorf36,False
ENSG00000147118,ZNF182,False
ENSG00000147119,CHST7,False
ENSG00000147121,KRBOX4,False
ENSG00000147123,NDUFB11,False
ENSG00000147124,ZNF41,False
ENSG00000147127,RAB41,False
ENSG00000147130,ZMYM3,False
ENSG00000147133,TAF1,False
ENSG00000147138,GPR174,False
ENSG00000147140,NONO,False
ENSG00000147144,CCDC120,False
ENSG00000147145,LPAR4,False
ENSG00000147155,EBP,False
ENSG00000147162,OGT,False
ENSG00000147164,SNX12,False
ENSG00000147166,ITGB1BP2,False
ENSG00000147168,IL2RG,False
ENSG00000147174,ACRC,False
ENSG00000147180,ZNF711,False
ENSG00000147183,CPXCR1,False
ENSG00000147202,DIAPH2,False
ENSG00000147206,NXF3,False
ENSG00000147224,PRPS1,False
ENSG00000147231,CXorf57,False
ENSG00000147234,FRMPD3,False
ENSG00000147246,HTR2C,False
ENSG00000147251,DOCK11,False
ENSG00000147255,IGSF1,False
ENSG00000147256,ARHGAP36,False
ENSG00000147257,GPC3,False
ENSG00000147274,RBMX,False
ENSG00000147316,MCPH1,False
ENSG00000147324,MFHAS1,False
ENSG00000147364,FBXO25,False
ENSG00000147378,FATE1,False
ENSG00000147381,MAGEA4,False
ENSG00000147383,NSDHL,False
ENSG00000147394,ZNF185,False
ENSG00000147400,CETN2,False
ENSG00000147403,RPL10,True
ENSG00000147408,CSGALNACT1,False
ENSG00000147416,ATP6V1B2,False
ENSG00000147419,CCDC25,False
ENSG00000147421,HMBOX1,False
ENSG00000147437,GNRH1,False
ENSG00000147439,BIN3,False
ENSG00000147443,DOK2,False
ENSG00000147454,SLC25A37,False
ENSG00000147457,CHMP7,False
ENSG00000147459,DOCK5,False
ENSG00000147465,STAR,False
ENSG00000147471,PROSC,False
ENSG00000147475,ERLIN2,False
ENSG00000147481,SNTG1,False
ENSG00000147485,PXDNL,False
ENSG00000147488,ST18,False
ENSG00000147509,RGS20,False
ENSG00000147526,TACC1,False
ENSG00000147533,GOLGA7,False
ENSG00000147535,PPAPDC1B,False
ENSG00000147536,GINS4,False
ENSG00000147548,WHSC1L1,False
ENSG00000147570,DNAJC5B,False
ENSG00000147571,CRH,False
ENSG00000147573,TRIM55,False
ENSG00000147576,ADHFE1,False
ENSG00000147586,MRPS28,True
ENSG00000147588,PMP2,False
ENSG00000147592,LACTB2,False
ENSG00000147601,TERF1,False
ENSG00000147604,RPL7,True
ENSG00000147606,SLC26A7,False
ENSG00000147614,ATP6V0D2,False
ENSG00000147642,SYBU,False
ENSG00000147647,DPYS,False
ENSG00000147649,MTDH,False
ENSG00000147650,LRP12,False
ENSG00000147654,EBAG9,False
ENSG00000147655,RSPO2,False
ENSG00000147669,POLR2K,False
ENSG00000147676,MAL2,False
ENSG00000147677,EIF3H,False
ENSG00000147679,UTP23,False
ENSG00000147684,NDUFB9,False
ENSG00000147687,TATDN1,False
ENSG00000147689,FAM83A,False
ENSG00000147697,GSDMC,False
ENSG00000147724,FAM135B,False
ENSG00000147789,ZNF7,False
ENSG00000147799,ARHGAP39,False
ENSG00000147804,SLC39A4,False
ENSG00000147813,NAPRT,False
ENSG00000147852,VLDLR,False
ENSG00000147853,AK3,False
ENSG00000147854,UHRF2,False
ENSG00000147862,NFIB,False
ENSG00000147872,PLIN2,False
ENSG00000147874,HAUS6,False
ENSG00000147883,CDKN2B,False
ENSG00000147894,C9orf72,False
ENSG00000147905,ZCCHC7,False
ENSG00000147912,FBXO10,False
ENSG00000147955,SIGMAR1,False
ENSG00000147996,CBWD5,False
ENSG00000148019,CEP78,False
ENSG00000148053,NTRK2,False
ENSG00000148057,IDNK,False
ENSG00000148082,SHC3,False
ENSG00000148090,AUH,False
ENSG00000148110,HIATL1,False
ENSG00000148120,C9orf3,False
ENSG00000148123,RP11-35N6.1,False
ENSG00000148143,ZNF462,False
ENSG00000148153,INIP,False
ENSG00000148154,UGCG,False
ENSG00000148156,ACTL7B,False
ENSG00000148158,SNX30,False
ENSG00000148175,STOM,False
ENSG00000148180,GSN,False
ENSG00000148187,MRRF,False
ENSG00000148200,NR6A1,False
ENSG00000148204,CRB2,False
ENSG00000148218,ALAD,False
ENSG00000148219,ASTN2,False
ENSG00000148225,WDR31,False
ENSG00000148229,POLE3,False
ENSG00000148248,SURF4,False
ENSG00000148288,GBGT1,False
ENSG00000148290,SURF1,False
ENSG00000148291,SURF2,False
ENSG00000148296,SURF6,False
ENSG00000148297,MED22,False
ENSG00000148300,REXO4,False
ENSG00000148303,RPL7A,True
ENSG00000148308,GTF3C5,False
ENSG00000148331,ASB6,False
ENSG00000148334,PTGES2,False
ENSG00000148335,NTMT1,False
ENSG00000148337,CIZ1,False
ENSG00000148339,SLC25A25,False
ENSG00000148341,SH3GLB2,False
ENSG00000148343,FAM73B,False
ENSG00000148344,PTGES,False
ENSG00000148346,LCN2,False
ENSG00000148356,LRSAM1,False
ENSG00000148357,HMCN2,False
ENSG00000148358,GPR107,False
ENSG00000148362,C9orf142,False
ENSG00000148377,IDI2,False
ENSG00000148384,INPP5E,False
ENSG00000148396,SEC16A,False
ENSG00000148399,DPH7,False
ENSG00000148400,NOTCH1,False
ENSG00000148408,CACNA1B,False
ENSG00000148411,NACC2,False
ENSG00000148426,PROSER2,False
ENSG00000148429,USP6NL,False
ENSG00000148444,COMMD3,False
ENSG00000148450,MSRB2,False
ENSG00000148459,PDSS1,False
ENSG00000148468,FAM171A1,False
ENSG00000148481,FAM188A,False
ENSG00000148482,SLC39A12,False
ENSG00000148483,TMEM236,False
ENSG00000148484,RSU1,False
ENSG00000148488,ST8SIA6,False
ENSG00000148498,PARD3,False
ENSG00000148516,ZEB1,False
ENSG00000148541,FAM13C,False
ENSG00000148572,NRBF2,False
ENSG00000148584,A1CF,False
ENSG00000148600,CDHR1,False
ENSG00000148602,LRIT1,False
ENSG00000148604,RGR,False
ENSG00000148606,POLR3A,False
ENSG00000148634,HERC4,False
ENSG00000148655,C10orf11,False
ENSG00000148660,CAMK2G,False
ENSG00000148671,ADIRF,False
ENSG00000148672,GLUD1,False
ENSG00000148677,ANKRD1,False
ENSG00000148680,HTR7,False
ENSG00000148688,RPP30,False
ENSG00000148690,FRA10AC1,False
ENSG00000148700,ADD3,False
ENSG00000148702,HABP2,False
ENSG00000148719,DNAJB12,False
ENSG00000148730,EIF4EBP2,False
ENSG00000148735,PLEKHS1,False
ENSG00000148737,TCF7L2,False
ENSG00000148773,MKI67,False
ENSG00000148795,CYP17A1,False
ENSG00000148798,INA,False
ENSG00000148803,FUOM,False
ENSG00000148814,LRRC27,False
ENSG00000148824,MTG1,False
ENSG00000148826,NKX6-2,False
ENSG00000148832,PAOX,False
ENSG00000148834,GSTO1,False
ENSG00000148835,TAF5,False
ENSG00000148840,PPRC1,False
ENSG00000148841,ITPRIP,False
ENSG00000148842,CNNM2,False
ENSG00000148843,PDCD11,False
ENSG00000148848,ADAM12,False
ENSG00000148908,RGS10,False
ENSG00000148925,BTBD10,False
ENSG00000148926,ADM,False
ENSG00000148935,GAS2,False
ENSG00000148942,SLC5A12,False
ENSG00000148943,LIN7C,False
ENSG00000148948,LRRC4C,False
ENSG00000148950,IMMP1L,False
ENSG00000148965,SAA4,False
ENSG00000148985,PGAP2,False
ENSG00000149021,SCGB1A1,False
ENSG00000149043,SYT8,False
ENSG00000149050,ZNF214,False
ENSG00000149054,ZNF215,False
ENSG00000149084,HSD17B12,False
ENSG00000149089,APIP,False
ENSG00000149090,PAMR1,False
ENSG00000149091,DGKZ,False
ENSG00000149100,EIF3M,False
ENSG00000149115,TNKS1BP1,False
ENSG00000149124,GLYAT,False
ENSG00000149131,SERPING1,False
ENSG00000149136,SSRP1,False
ENSG00000149150,SLC43A1,False
ENSG00000149177,PTPRJ,False
ENSG00000149179,C11orf49,False
ENSG00000149182,ARFGAP2,False
ENSG00000149187,CELF1,False
ENSG00000149196,C11orf73,False
ENSG00000149201,CCDC81,False
ENSG00000149212,SESN3,False
ENSG00000149218,ENDOD1,False
ENSG00000149231,CCDC82,False
ENSG00000149243,KLHL35,False
ENSG00000149256,TENM4,False
ENSG00000149257,SERPINH1,False
ENSG00000149260,CAPN5,False
ENSG00000149262,INTS4,False
ENSG00000149269,PAK1,False
ENSG00000149273,RPS3,True
ENSG00000149289,ZC3H12C,False
ENSG00000149292,TTC12,False
ENSG00000149294,NCAM1,False
ENSG00000149300,C11orf52,False
ENSG00000149305,HTR3B,False
ENSG00000149308,NPAT,False
ENSG00000149311,ATM,False
ENSG00000149313,AASDHPPT,False
ENSG00000149328,GLB1L2,False
ENSG00000149346,SLX4IP,False
ENSG00000149357,LAMTOR1,False
ENSG00000149380,P4HA3,False
ENSG00000149403,GRIK4,False
ENSG00000149418,ST14,False
ENSG00000149428,HYOU1,False
ENSG00000149435,GGTLC1,False
ENSG00000149443,C20orf78,False
ENSG00000149451,ADAM33,False
ENSG00000149452,SLC22A8,False
ENSG00000149474,CSRP2BP,False
ENSG00000149480,MTA2,False
ENSG00000149485,FADS1,False
ENSG00000149489,ROM1,False
ENSG00000149499,EML3,False
ENSG00000149503,INCENP,False
ENSG00000149506,ZP1,False
ENSG00000149507,OOSP2,False
ENSG00000149516,MS4A3,False
ENSG00000149527,PLCH2,False
ENSG00000149531,FRG1B,False
ENSG00000149532,CPSF7,False
ENSG00000149534,MS4A2,False
ENSG00000149541,B3GAT3,False
ENSG00000149547,EI24,False
ENSG00000149548,CCDC15,False
ENSG00000149554,CHEK1,False
ENSG00000149557,FEZ1,False
ENSG00000149564,ESAM,False
ENSG00000149571,KIRREL3,False
ENSG00000149573,MPZL2,False
ENSG00000149575,SCN2B,False
ENSG00000149577,SIDT2,False
ENSG00000149582,TMEM25,False
ENSG00000149591,TAGLN,False
ENSG00000149596,JPH2,False
ENSG00000149599,DUSP15,False
ENSG00000149600,COMMD7,False
ENSG00000149609,C20orf144,False
ENSG00000149633,KIAA1755,False
ENSG00000149634,SPATA25,False
ENSG00000149636,DSN1,False
ENSG00000149639,SOGA1,False
ENSG00000149646,CNBD2,False
ENSG00000149651,SPINT4,False
ENSG00000149654,CDH22,False
ENSG00000149657,LSM14B,False
ENSG00000149658,YTHDF1,False
ENSG00000149679,CABLES2,False
ENSG00000149716,ORAOV1,False
ENSG00000149742,SLC22A9,False
ENSG00000149743,TRPT1,False
ENSG00000149761,NUDT22,False
ENSG00000149781,FERMT3,False
ENSG00000149782,PLCB3,False
ENSG00000149792,MRPL49,True
ENSG00000149798,CDC42EP2,False
ENSG00000149806,FAU,False
ENSG00000149809,TM7SF2,False
ENSG00000149823,VPS51,False
ENSG00000149922,TBX6,False
ENSG00000149923,PPP4C,False
ENSG00000149925,ALDOA,False
ENSG00000149926,FAM57B,False
ENSG00000149927,DOC2A,False
ENSG00000149929,HIRIP3,False
ENSG00000149930,TAOK2,False
ENSG00000149932,TMEM219,False
ENSG00000149948,HMGA2,False
ENSG00000149968,MMP3,False
ENSG00000149970,CNKSR2,False
ENSG00000149972,CNTN5,False
ENSG00000150045,KLRF1,False
ENSG00000150048,CLEC1A,False
ENSG00000150051,MKX,False
ENSG00000150054,MPP7,False
ENSG00000150076,CCDC7,False
ENSG00000150093,ITGB1,False
ENSG00000150201,FXYD4,False
ENSG00000150275,PCDH15,False
ENSG00000150281,CTF1,False
ENSG00000150316,CWC15,False
ENSG00000150337,FCGR1A,False
ENSG00000150347,ARID5B,False
ENSG00000150394,CDH8,False
ENSG00000150401,DCUN1D2,False
ENSG00000150403,TMCO3,False
ENSG00000150433,TMEM218,False
ENSG00000150455,TIRAP,False
ENSG00000150456,N6AMT2,False
ENSG00000150457,LATS2,False
ENSG00000150459,SAP18,False
ENSG00000150471,LPHN3,False
ENSG00000150477,KIAA1328,False
ENSG00000150510,FAM124A,False
ENSG00000150526,MIA2,False
ENSG00000150527,CTAGE5,False
ENSG00000150540,HNMT,False
ENSG00000150551,LYPD1,False
ENSG00000150556,LYPD6B,False
ENSG00000150593,PDCD4,False
ENSG00000150594,ADRA2A,False
ENSG00000150625,GPM6A,False
ENSG00000150627,WDR17,False
ENSG00000150628,SPATA4,False
ENSG00000150630,VEGFC,False
ENSG00000150636,CCDC102B,False
ENSG00000150637,CD226,False
ENSG00000150656,CNDP1,False
ENSG00000150667,FSIP1,False
ENSG00000150672,DLG2,False
ENSG00000150676,CCDC83,False
ENSG00000150681,RGS18,False
ENSG00000150687,PRSS23,False
ENSG00000150712,MTMR12,False
ENSG00000150722,PPP1R1C,False
ENSG00000150750,C11orf53,False
ENSG00000150753,CCT5,False
ENSG00000150756,FAM173B,False
ENSG00000150760,DOCK1,False
ENSG00000150764,DIXDC1,False
ENSG00000150768,DLAT,False
ENSG00000150773,PIH1D2,False
ENSG00000150776,C11orf57,False
ENSG00000150779,TIMM8B,False
ENSG00000150782,IL18,False
ENSG00000150787,PTS,False
ENSG00000150867,PIP4K2A,False
ENSG00000150873,C2orf50,False
ENSG00000150893,FREM2,False
ENSG00000150907,FOXO1,False
ENSG00000150938,CRIM1,False
ENSG00000150961,SEC24D,False
ENSG00000150967,ABCB9,False
ENSG00000150977,RILPL2,False
ENSG00000150990,DHX37,False
ENSG00000150991,UBC,False
ENSG00000150995,ITPR1,False
ENSG00000151005,TKTL2,False
ENSG00000151006,PRSS53,False
ENSG00000151012,SLC7A11,False
ENSG00000151014,CCRN4L,False
ENSG00000151023,ENKUR,False
ENSG00000151025,GPR158,False
ENSG00000151033,LYZL2,False
ENSG00000151062,CACNA2D4,False
ENSG00000151065,DCP1B,False
ENSG00000151067,CACNA1C,False
ENSG00000151090,THRB,False
ENSG00000151092,NGLY1,False
ENSG00000151093,OXSM,False
ENSG00000151116,UEVLD,False
ENSG00000151117,TMEM86A,False
ENSG00000151131,C12orf45,False
ENSG00000151135,TMEM263,False
ENSG00000151136,BTBD11,False
ENSG00000151148,UBE3B,False
ENSG00000151150,ANK3,False
ENSG00000151151,IPMK,False
ENSG00000151164,RAD9B,False
ENSG00000151176,PLBD2,False
ENSG00000151208,DLG5,False
ENSG00000151224,MAT1A,False
ENSG00000151229,SLC2A13,False
ENSG00000151233,GXYLT1,False
ENSG00000151239,TWF1,False
ENSG00000151240,DIP2C,False
ENSG00000151247,EIF4E,False
ENSG00000151276,MAGI1,False
ENSG00000151287,TEX30,False
ENSG00000151292,CSNK1G3,False
ENSG00000151304,SRFBP1,False
ENSG00000151320,AKAP6,False
ENSG00000151322,NPAS3,False
ENSG00000151327,FAM177A1,False
ENSG00000151332,MBIP,False
ENSG00000151338,MIPOL1,False
ENSG00000151348,EXT2,False
ENSG00000151353,TMEM18,False
ENSG00000151360,ALLC,False
ENSG00000151365,THRSP,False
ENSG00000151366,NDUFC2,False
ENSG00000151376,ME3,False
ENSG00000151388,ADAMTS12,False
ENSG00000151413,NUBPL,False
ENSG00000151414,NEK7,False
ENSG00000151418,ATP6V1G3,False
ENSG00000151422,FER,False
ENSG00000151445,VIPAS39,False
ENSG00000151458,ANKRD50,False
ENSG00000151461,UPF2,False
ENSG00000151465,CDC123,False
ENSG00000151466,SCLT1,False
ENSG00000151468,CCDC3,False
ENSG00000151470,C4orf33,False
ENSG00000151474,FRMD4A,False
ENSG00000151475,SLC25A31,False
ENSG00000151490,PTPRO,False
ENSG00000151491,EPS8,False
ENSG00000151498,ACAD8,False
ENSG00000151500,THYN1,False
ENSG00000151502,VPS26B,False
ENSG00000151503,NCAPD3,False
ENSG00000151532,VTI1A,False
ENSG00000151552,QDPR,False
ENSG00000151553,FAM160B1,False
ENSG00000151572,ANO4,False
ENSG00000151575,TEX9,False
ENSG00000151576,QTRTD1,False
ENSG00000151611,MMAA,False
ENSG00000151612,ZNF827,False
ENSG00000151617,EDNRA,False
ENSG00000151623,NR3C2,False
ENSG00000151632,AKR1C2,False
ENSG00000151640,DPYSL4,False
ENSG00000151650,VENTX,False
ENSG00000151651,ADAM8,False
ENSG00000151655,ITIH2,False
ENSG00000151657,KIN,False
ENSG00000151665,PIGF,False
ENSG00000151687,ANKAR,False
ENSG00000151689,INPP1,False
ENSG00000151690,MFSD6,False
ENSG00000151692,RNF144A,False
ENSG00000151693,ASAP2,False
ENSG00000151694,ADAM17,False
ENSG00000151702,FLI1,False
ENSG00000151704,KCNJ1,False
ENSG00000151715,TMEM45B,False
ENSG00000151718,WWC2,False
ENSG00000151725,CENPU,False
ENSG00000151726,ACSL1,False
ENSG00000151729,SLC25A4,False
ENSG00000151743,AMN1,False
ENSG00000151746,BICD1,False
ENSG00000151748,SAV1,False
ENSG00000151773,CCDC122,False
ENSG00000151778,SERP2,False
ENSG00000151779,NBAS,False
ENSG00000151789,ZNF385D,False
ENSG00000151790,TDO2,False
ENSG00000151806,GUF1,False
ENSG00000151812,SLC35F4,False
ENSG00000151834,GABRA2,False
ENSG00000151835,SACS,False
ENSG00000151846,PABPC3,False
ENSG00000151849,CENPJ,False
ENSG00000151876,FBXO4,False
ENSG00000151881,C5orf28,False
ENSG00000151882,CCL28,False
ENSG00000151883,PARP8,False
ENSG00000151892,GFRA1,False
ENSG00000151893,CACUL1,False
ENSG00000151914,DST,False
ENSG00000151917,BEND6,False
ENSG00000151923,TIAL1,False
ENSG00000151929,BAG3,False
ENSG00000151948,GLT1D1,False
ENSG00000151952,TMEM132D,False
ENSG00000151962,RBM46,False
ENSG00000151967,SCHIP1,False
ENSG00000152034,MCHR2,False
ENSG00000152049,KCNE4,False
ENSG00000152056,AP1S3,False
ENSG00000152061,RABGAP1L,False
ENSG00000152076,CCDC74B,False
ENSG00000152078,TMEM56,False
ENSG00000152082,MZT2B,False
ENSG00000152086,TUBA3E,False
ENSG00000152092,ASTN1,False
ENSG00000152102,FAM168B,False
ENSG00000152104,PTPN14,False
ENSG00000152127,MGAT5,False
ENSG00000152128,TMEM163,False
ENSG00000152133,GPATCH11,False
ENSG00000152137,HSPB8,False
ENSG00000152147,GEMIN6,False
ENSG00000152154,TMEM178A,False
ENSG00000152192,POU4F1,False
ENSG00000152193,RNF219,False
ENSG00000152207,CYSLTR2,False
ENSG00000152208,GRID2,False
ENSG00000152213,ARL11,False
ENSG00000152214,RIT2,False
ENSG00000152217,SETBP1,False
ENSG00000152219,ARL14EP,False
ENSG00000152223,EPG5,False
ENSG00000152229,PSTPIP2,False
ENSG00000152234,ATP5A1,False
ENSG00000152242,C18orf25,False
ENSG00000152253,SPC25,False
ENSG00000152256,PDK1,False
ENSG00000152266,PTH,False
ENSG00000152270,PDE3B,False
ENSG00000152284,TCF7L1,False
ENSG00000152291,TGOLN2,False
ENSG00000152292,SH2D6,False
ENSG00000152315,KCNK13,False
ENSG00000152332,UHMK1,False
ENSG00000152359,POC5,False
ENSG00000152377,SPOCK1,False
ENSG00000152380,FAM151B,False
ENSG00000152382,TADA1,False
ENSG00000152402,GUCY1A2,False
ENSG00000152404,CWF19L2,False
ENSG00000152409,JMY,False
ENSG00000152413,HOMER1,False
ENSG00000152422,XRCC4,False
ENSG00000152430,BOLL,False
ENSG00000152433,ZNF547,False
ENSG00000152439,ZNF773,False
ENSG00000152443,ZNF776,False
ENSG00000152454,ZNF256,False
ENSG00000152455,SUV39H2,False
ENSG00000152457,DCLRE1C,False
ENSG00000152463,OLAH,False
ENSG00000152464,RPP38,False
ENSG00000152465,NMT2,False
ENSG00000152467,ZSCAN1,False
ENSG00000152475,ZNF837,False
ENSG00000152484,USP12,False
ENSG00000152492,CCDC50,False
ENSG00000152495,CAMK4,False
ENSG00000152503,TRIM36,False
ENSG00000152518,ZFP36L2,False
ENSG00000152520,PAN3,False
ENSG00000152527,PLEKHH2,False
ENSG00000152556,PFKM,False
ENSG00000152558,TMEM123,False
ENSG00000152578,GRIA4,False
ENSG00000152580,IGSF10,False
ENSG00000152582,SPEF2,False
ENSG00000152583,SPARCL1,False
ENSG00000152595,MEPE,False
ENSG00000152601,MBNL1,False
ENSG00000152611,CAPSL,False
ENSG00000152620,NADK2,False
ENSG00000152642,GPD1L,False
ENSG00000152661,GJA1,False
ENSG00000152669,CCNO,False
ENSG00000152670,DDX4,False
ENSG00000152683,SLC30A6,False
ENSG00000152684,PELO,False
ENSG00000152689,RASGRP3,False
ENSG00000152700,SAR1B,False
ENSG00000152705,CATSPER3,False
ENSG00000152749,GPR180,False
ENSG00000152760,TCTEX1D1,False
ENSG00000152763,WDR78,False
ENSG00000152766,ANKRD22,False
ENSG00000152767,FARP1,False
ENSG00000152778,IFIT5,False
ENSG00000152779,SLC16A12,False
ENSG00000152782,PANK1,False
ENSG00000152784,PRDM8,False
ENSG00000152785,BMP3,False
ENSG00000152795,HNRNPDL,False
ENSG00000152804,HHEX,False
ENSG00000152818,UTRN,False
ENSG00000152822,GRM1,False
ENSG00000152894,PTPRK,False
ENSG00000152904,GGPS1,False
ENSG00000152910,CNTNAP4,False
ENSG00000152926,ZNF117,False
ENSG00000152932,RAB3C,False
ENSG00000152936,LMNTD1,False
ENSG00000152939,MARVELD2,False
ENSG00000152942,RAD17,False
ENSG00000152944,MED21,False
ENSG00000152952,PLOD2,False
ENSG00000152953,STK32B,False
ENSG00000152954,NRSN1,False
ENSG00000152969,JAKMIP1,False
ENSG00000152977,ZIC1,False
ENSG00000152990,GPR125,False
ENSG00000153002,CPB1,False
ENSG00000153006,SREK1IP1,False
ENSG00000153012,LGI2,False
ENSG00000153015,CWC27,False
ENSG00000153029,MR1,False
ENSG00000153037,SRP19,False
ENSG00000153044,CENPH,False
ENSG00000153046,CDYL,False
ENSG00000153048,CARHSP1,False
ENSG00000153060,TEKT5,False
ENSG00000153064,BANK1,False
ENSG00000153066,TXNDC11,False
ENSG00000153071,DAB2,False
ENSG00000153086,ACMSD,False
ENSG00000153093,ACOXL,False
ENSG00000153094,BCL2L11,False
ENSG00000153107,ANAPC1,False
ENSG00000153113,CAST,False
ENSG00000153130,SCOC,False
ENSG00000153132,CLGN,False
ENSG00000153140,CETN3,False
ENSG00000153147,SMARCA5,False
ENSG00000153157,SYCP2L,False
ENSG00000153162,BMP6,False
ENSG00000153179,RASSF3,False
ENSG00000153187,HNRNPU,False
ENSG00000153201,RANBP2,False
ENSG00000153207,AHCTF1,False
ENSG00000153208,MERTK,False
ENSG00000153214,TMEM87B,False
ENSG00000153233,PTPRR,False
ENSG00000153234,NR4A2,False
ENSG00000153237,CCDC148,False
ENSG00000153246,PLA2R1,False
ENSG00000153250,RBMS1,False
ENSG00000153253,SCN3A,False
ENSG00000153266,FEZF2,False
ENSG00000153283,CD96,False
ENSG00000153291,SLC25A27,False
ENSG00000153292,GPR110,False
ENSG00000153294,GPR115,False
ENSG00000153303,FRMD1,False
ENSG00000153310,FAM49B,False
ENSG00000153317,ASAP1,False
ENSG00000153339,TRAPPC8,False
ENSG00000153347,FAM81B,False
ENSG00000153391,INO80C,False
ENSG00000153395,LPCAT1,False
ENSG00000153404,PLEKHG4B,False
ENSG00000153406,NMRAL1,False
ENSG00000153443,UBALD1,False
ENSG00000153446,C16orf89,False
ENSG00000153485,TMEM251,False
ENSG00000153487,ING1,False
ENSG00000153495,TEX29,False
ENSG00000153498,SPACA7,False
ENSG00000153531,ADPRHL1,False
ENSG00000153551,CMTM7,False
ENSG00000153558,FBXL2,False
ENSG00000153560,UBP1,False
ENSG00000153561,RMND5A,False
ENSG00000153563,CD8A,False
ENSG00000153574,RPIA,False
ENSG00000153707,PTPRD,False
ENSG00000153714,LURAP1L,False
ENSG00000153721,CNKSR3,False
ENSG00000153767,GTF2E1,False
ENSG00000153774,CFDP1,False
ENSG00000153779,TGIF2LX,False
ENSG00000153786,ZDHHC7,False
ENSG00000153789,FAM92B,False
ENSG00000153790,C7orf31,False
ENSG00000153802,TMPRSS11D,False
ENSG00000153814,JAZF1,False
ENSG00000153815,CMIP,False
ENSG00000153820,SPHKAP,False
ENSG00000153822,KCNJ16,False
ENSG00000153823,PID1,False
ENSG00000153827,TRIP12,False
ENSG00000153832,FBXO36,False
ENSG00000153879,CEBPG,False
ENSG00000153885,KCTD15,False
ENSG00000153896,ZNF599,False
ENSG00000153898,MCOLN2,False
ENSG00000153902,LGI4,False
ENSG00000153904,DDAH1,False
ENSG00000153914,SREK1,False
ENSG00000153922,CHD1,False
ENSG00000153930,ANKFN1,False
ENSG00000153933,DGKE,False
ENSG00000153936,HS2ST1,False
ENSG00000153944,MSI2,False
ENSG00000153956,CACNA2D1,False
ENSG00000153975,ZUFSP,False
